city,temperature,rain,wind,humidity,claim_count_30d,avg_claim_amount,time_since_last_claim_hr,location_mismatch_score,speed_jump_kmh,accel_flatline_pct,risk_level,is_anomaly
Lucknow,35.1,0.0,2.1,33.3,2,118.79,534.2,16.5,74.5,24.6,LOW,0
Pune,37.6,0.0,5.7,63.0,10,319.75,2.7,61.7,209.9,83.4,LOW,1
Chennai,33.4,0.0,5.0,55.9,3,224.62,573.5,18.7,44.9,7.4,LOW,0
Lucknow,29.5,2.2,6.3,80.3,0,172.79,200.0,14.4,28.7,24.7,LOW,0
Bengaluru,26.0,20.4,6.3,83.4,0,218.18,178.0,9.5,64.7,24.7,LOW,0
Bengaluru,24.5,28.4,3.0,78.3,2,145.12,307.8,4.0,52.5,29.1,LOW,0
Bengaluru,25.1,0.0,2.7,67.4,2,130.64,604.2,20.4,48.9,11.2,LOW,0
Mumbai,31.1,45.1,5.6,73.3,3,161.27,44.3,22.7,12.5,6.6,MODERATE,0
Mumbai,27.5,52.6,9.0,82.7,2,68.27,243.1,1.1,62.5,11.9,MODERATE,0
Mumbai,31.1,0.0,8.8,69.4,3,203.63,372.3,10.8,20.0,16.4,LOW,0
Jaipur,39.0,0.0,1.7,53.9,0,221.44,595.0,11.0,10.6,11.5,LOW,0
Kolkata,31.3,0.0,5.0,46.2,2,63.14,641.4,10.5,39.8,27.5,LOW,0
Jaipur,33.0,0.0,6.0,59.7,15,368.11,19.5,43.1,253.8,73.4,LOW,1
Lucknow,31.1,0.0,2.5,53.3,6,301.94,20.7,83.9,765.4,91.3,LOW,1
Lucknow,24.3,0.0,8.5,34.2,2,200.29,115.8,12.8,15.6,2.8,LOW,0
Bengaluru,25.2,2.3,1.8,81.7,2,92.23,547.7,1.3,39.4,13.3,LOW,0
Delhi,47.6,0.0,5.5,47.2,2,80.78,127.9,6.7,28.9,12.3,LOW,0
Mumbai,36.7,41.0,5.4,86.3,3,74.42,101.4,16.2,70.0,23.7,MODERATE,0
Hyderabad,37.9,0.0,5.6,60.8,1,56.99,712.9,0.8,35.6,15.1,LOW,0
Hyderabad,37.6,0.0,9.5,51.6,3,139.29,454.7,16.6,40.1,19.3,LOW,0
Kolkata,31.7,0.0,7.3,72.6,7,350.72,11.8,69.5,276.8,86.1,LOW,1
Chennai,30.7,0.0,9.5,49.6,0,238.79,557.0,0.1,0.1,11.3,LOW,0
Jaipur,34.8,0.0,5.9,68.9,2,61.99,115.2,15.1,68.0,1.3,LOW,0
Jaipur,25.4,0.0,12.1,55.9,3,55.57,463.4,10.7,43.9,5.2,LOW,0
Mumbai,32.7,88.4,8.2,99.5,1,159.34,608.5,3.2,64.0,25.9,ELEVATED,1
Pune,31.8,16.4,2.8,87.2,0,217.51,451.7,14.5,20.3,22.7,MODERATE,0
Chennai,36.6,0.0,11.3,69.0,2,75.25,590.2,23.1,36.9,15.0,LOW,0
Chennai,32.4,0.0,4.4,50.5,8,371.32,6.9,40.8,501.2,94.0,LOW,1
Hyderabad,36.4,15.9,12.3,97.0,0,127.98,358.1,3.5,6.5,24.9,MODERATE,0
Pune,35.7,0.0,0.0,48.3,0,147.81,622.3,14.8,55.6,10.9,LOW,0
Delhi,31.3,0.0,7.0,64.4,2,196.05,454.9,4.7,2.1,8.5,LOW,0
Hyderabad,39.8,5.1,3.9,94.9,2,167.11,400.8,2.2,4.6,3.2,MODERATE,0
Kolkata,33.6,0.0,2.2,55.0,1,169.72,478.5,3.8,78.2,16.3,LOW,0
Hyderabad,30.8,0.0,8.1,38.6,1,117.46,679.3,13.2,58.6,27.7,LOW,0
Jaipur,31.9,0.0,9.6,62.5,1,132.46,674.6,6.3,9.6,17.5,LOW,0
Jaipur,31.4,0.0,6.5,40.0,0,71.27,103.4,23.5,69.8,13.6,LOW,0
Jaipur,24.2,0.0,2.9,78.9,12,382.99,17.8,48.1,278.5,67.2,LOW,1
Jaipur,43.7,0.0,12.4,45.0,1,57.62,455.5,17.5,17.2,1.3,LOW,0
Mumbai,32.6,65.0,11.1,70.2,1,79.67,143.8,22.0,44.7,26.1,MODERATE,0
Hyderabad,36.0,0.0,11.1,58.3,1,145.37,462.5,20.7,62.7,8.3,LOW,0
Kolkata,26.3,0.0,9.5,43.2,3,131.08,383.3,14.5,74.9,20.2,LOW,0
Bengaluru,29.6,0.0,3.5,65.1,6,413.38,9.1,76.6,165.7,64.7,LOW,1
Mumbai,34.5,9.8,8.6,72.7,3,89.88,208.1,12.6,5.4,6.5,LOW,0
Pune,20.3,6.3,0.5,78.7,2,175.13,421.8,4.6,4.8,18.1,LOW,0
Lucknow,37.0,0.0,2.5,72.2,8,336.89,5.7,63.2,183.2,75.9,LOW,1
Delhi,33.9,9.6,7.7,92.7,0,161.57,692.0,1.2,7.8,1.3,MODERATE,0
Jaipur,35.3,0.0,9.8,65.9,0,65.44,142.2,3.2,9.9,15.6,LOW,0
Jaipur,41.6,26.3,9.8,76.8,2,184.09,470.7,10.3,39.2,12.5,MODERATE,0
Hyderabad,32.6,0.0,4.2,61.3,10,319.39,5.1,87.9,590.4,81.9,LOW,1
Mumbai,35.3,39.5,6.0,91.9,1,224.86,602.1,5.6,31.9,12.3,MODERATE,0
Kolkata,30.3,49.9,6.1,91.3,3,210.83,627.0,1.5,55.4,4.2,MODERATE,0
Delhi,47.8,0.0,4.6,47.0,2,129.2,116.6,4.0,75.9,26.4,LOW,0
Ahmedabad,35.8,0.0,2.0,67.9,3,121.56,437.3,14.4,12.9,14.2,LOW,0
Kolkata,26.7,52.7,3.9,77.8,11,366.11,18.1,64.7,277.2,80.5,LOW,1
Bengaluru,26.4,0.0,3.2,59.2,1,133.1,656.0,6.1,7.3,9.6,LOW,0
Mumbai,29.3,0.0,7.8,28.7,1,178.42,215.8,12.4,9.7,17.6,LOW,0
Mumbai,35.5,0.0,9.5,42.6,0,103.76,162.3,6.2,24.5,16.7,LOW,0
Pune,27.2,0.0,5.4,61.7,0,92.8,221.2,10.0,64.9,0.4,LOW,0
Ahmedabad,42.3,0.0,6.8,53.7,1,227.18,592.0,0.5,58.9,6.3,LOW,0
Jaipur,37.0,0.0,6.3,49.3,3,133.25,272.2,22.8,3.2,15.4,LOW,0
Pune,24.6,0.0,3.8,61.7,2,227.26,129.4,3.8,26.3,1.6,LOW,0
Mumbai,31.8,0.0,9.5,45.2,2,179.04,542.7,5.8,32.4,8.1,LOW,0
Ahmedabad,39.4,0.0,6.6,48.4,3,125.34,260.1,1.6,38.9,3.3,LOW,0
Ahmedabad,37.9,0.0,2.7,64.4,1,202.93,126.1,17.3,75.6,20.5,LOW,0
Jaipur,35.9,0.0,5.8,45.4,11,301.03,11.2,45.1,593.7,69.4,LOW,1
Ahmedabad,35.0,0.0,7.1,45.9,2,224.61,141.5,1.3,57.4,14.3,LOW,0
Pune,32.2,0.0,7.9,72.5,0,142.18,600.8,20.7,56.8,3.2,LOW,0
Hyderabad,41.4,0.0,3.2,49.8,1,131.56,640.9,1.2,76.9,20.4,LOW,0
Hyderabad,37.0,0.0,0.9,55.7,3,158.85,703.1,9.2,28.6,10.3,LOW,0
Mumbai,31.6,5.2,4.2,71.9,1,64.67,485.5,14.9,33.2,12.7,LOW,0
Chennai,34.3,11.3,9.6,94.6,0,137.05,664.8,8.6,4.4,6.1,MODERATE,0
Chennai,35.1,60.5,15.7,90.0,2,235.76,323.7,3.0,41.0,10.5,ELEVATED,0
Bengaluru,25.7,120.0,6.0,95.0,0,187.3,591.3,21.9,61.9,20.1,ELEVATED,1
Lucknow,30.3,0.0,4.1,62.8,1,157.68,714.5,21.4,7.8,21.2,LOW,0
Jaipur,39.0,0.0,5.3,42.2,2,86.98,322.0,1.5,17.9,10.9,LOW,0
Pune,31.1,0.0,10.1,70.2,1,114.08,138.3,19.6,9.8,19.0,LOW,0
Delhi,35.4,0.0,2.1,52.8,1,152.36,559.5,23.4,72.7,24.6,LOW,0
Kolkata,31.2,0.0,6.7,50.9,1,83.51,240.0,12.6,63.7,22.2,LOW,0
Hyderabad,30.8,0.0,5.0,47.4,2,104.8,689.1,23.8,28.2,1.3,LOW,0
Kolkata,33.2,43.3,5.6,95.8,2,175.71,464.8,11.3,42.5,22.4,MODERATE,0
Lucknow,38.9,7.3,5.4,92.4,2,214.96,503.4,13.8,19.3,12.8,LOW,0
Delhi,31.3,0.0,2.9,74.3,2,192.53,158.4,11.8,37.8,11.3,LOW,0
Mumbai,31.0,0.0,10.4,50.6,2,67.41,164.7,13.6,16.6,16.3,LOW,0
Ahmedabad,31.7,0.0,4.9,58.8,3,66.19,634.1,18.2,24.1,18.0,LOW,0
Bengaluru,33.3,75.9,3.0,87.4,0,112.81,371.4,5.4,69.8,2.6,ELEVATED,0
Lucknow,23.8,0.0,1.3,48.1,1,160.71,232.3,10.8,25.0,21.8,LOW,0
Bengaluru,26.4,0.0,8.0,56.9,3,58.21,542.4,11.1,1.6,1.9,LOW,0
Lucknow,27.8,0.0,11.2,80.2,1,90.81,227.2,18.7,38.6,6.5,LOW,0
Hyderabad,24.5,0.0,6.1,47.6,0,191.46,199.5,11.2,9.9,6.2,LOW,0
Hyderabad,28.5,0.0,0.5,60.0,1,170.05,533.0,19.2,78.0,17.2,LOW,0
Mumbai,32.1,7.9,10.2,61.2,3,220.91,260.6,21.7,7.1,23.3,LOW,0
Chennai,32.2,42.9,3.2,100.0,0,153.62,544.6,20.9,56.3,27.9,MODERATE,0
Delhi,29.5,0.0,3.3,70.8,8,360.56,13.2,73.9,540.4,66.7,LOW,1
Lucknow,35.8,0.0,4.9,45.0,2,174.68,443.3,12.2,42.3,10.0,LOW,0
Chennai,35.5,52.1,8.8,81.7,1,105.35,412.5,8.7,74.6,27.7,MODERATE,0
Kolkata,35.0,0.0,3.1,50.1,1,52.4,408.8,18.5,38.8,2.6,LOW,0
Ahmedabad,31.9,0.0,3.4,36.6,3,71.23,606.9,6.0,15.6,15.1,LOW,0
Hyderabad,34.7,0.0,3.9,49.7,2,73.59,55.4,10.9,67.5,7.9,LOW,0
Bengaluru,34.3,0.0,0.7,70.5,3,71.32,279.3,2.5,61.3,29.0,LOW,0
Lucknow,36.5,0.0,12.2,69.4,1,146.4,551.4,7.0,25.4,27.7,LOW,0
Chennai,29.3,13.4,7.5,81.0,7,303.21,23.2,62.6,542.1,63.2,LOW,1
Chennai,36.2,1.3,6.0,89.3,0,179.74,649.9,15.6,10.5,9.3,MODERATE,0
Lucknow,43.2,0.0,3.1,65.9,1,144.83,181.1,15.4,3.2,9.8,LOW,0
Bengaluru,26.8,0.0,3.9,75.1,14,301.76,9.8,58.1,174.3,80.2,LOW,1
Chennai,32.4,0.0,9.3,41.8,3,175.7,173.7,15.7,73.9,29.9,LOW,0
Jaipur,30.4,0.0,3.8,46.1,2,178.56,523.5,24.4,30.2,24.1,LOW,0
Delhi,41.9,0.0,7.2,79.7,1,128.75,447.3,11.1,59.4,6.8,MODERATE,0
Hyderabad,33.0,8.8,0.0,72.7,1,184.81,35.6,8.5,63.7,2.3,LOW,0
Jaipur,25.8,0.0,8.6,58.5,2,245.81,316.8,12.5,72.8,21.5,LOW,0
Jaipur,37.3,0.0,7.9,26.7,1,187.82,625.1,24.9,34.1,3.3,LOW,0
Chennai,36.0,61.3,6.3,72.2,0,130.34,373.9,21.0,52.1,18.5,MODERATE,0
Hyderabad,37.9,0.0,1.9,47.8,1,214.11,29.0,11.4,26.3,1.6,LOW,0
Lucknow,42.1,0.0,3.0,43.3,0,65.84,56.8,0.5,15.1,12.4,LOW,0
Ahmedabad,34.9,0.0,4.8,53.1,1,100.17,378.7,22.7,62.8,14.6,LOW,0
Ahmedabad,41.9,0.0,5.4,30.9,2,130.99,719.2,1.4,46.3,2.5,LOW,0
Delhi,31.1,1.2,10.0,100.0,0,164.17,657.1,0.2,64.9,28.5,LOW,0
Kolkata,38.8,0.0,9.7,78.1,0,249.08,224.1,13.5,42.7,12.2,MODERATE,0
Hyderabad,44.0,15.7,3.9,81.8,3,76.67,616.9,20.4,1.1,26.9,MODERATE,0
Jaipur,34.5,0.0,11.5,32.9,0,87.5,546.4,5.9,11.5,5.6,LOW,0
Kolkata,19.4,0.0,7.8,67.9,0,98.83,337.3,23.1,52.8,11.7,LOW,0
Pune,32.1,0.0,0.3,58.1,1,119.61,647.3,24.2,35.5,9.6,LOW,0
Pune,27.7,2.5,3.9,76.7,2,148.2,247.2,4.8,24.8,29.2,LOW,0
Mumbai,32.4,0.0,12.6,49.6,8,421.46,3.0,80.6,191.7,83.8,LOW,1
Lucknow,29.4,0.0,0.0,51.0,2,76.76,687.5,1.8,15.9,10.4,LOW,0
Kolkata,33.2,37.7,4.9,90.9,0,93.49,279.2,9.8,78.1,28.6,MODERATE,0
Delhi,25.1,0.0,4.5,39.0,0,221.66,612.0,9.0,55.0,9.4,LOW,0
Delhi,31.8,30.2,8.1,66.8,3,139.27,530.0,17.3,79.0,6.8,MODERATE,0
Chennai,36.4,17.7,14.5,100.0,13,366.76,14.3,93.3,520.0,85.3,MODERATE,1
Mumbai,30.7,14.1,7.8,74.6,3,76.66,669.7,21.7,56.6,3.2,LOW,0
Pune,32.4,0.0,4.1,48.6,0,179.28,343.0,13.2,2.8,19.2,LOW,0
Chennai,33.0,10.8,10.3,76.6,1,225.43,391.6,11.7,8.5,19.5,LOW,0
Chennai,34.1,0.0,5.3,66.9,2,77.13,205.0,9.6,75.4,18.3,LOW,0
Lucknow,46.8,0.0,4.8,52.3,1,102.71,218.3,23.3,2.0,20.9,LOW,0
Bengaluru,29.9,0.0,8.2,59.2,0,200.36,433.5,5.3,7.8,1.9,LOW,0
Lucknow,32.5,0.0,2.1,57.4,1,236.3,259.4,22.8,78.5,19.9,LOW,0
Lucknow,38.6,0.0,7.8,44.2,2,70.51,32.3,3.5,57.3,29.2,LOW,0
Kolkata,35.4,0.0,5.9,88.3,0,225.42,193.3,13.8,15.4,3.1,LOW,0
Delhi,34.6,0.0,6.2,84.6,0,159.3,87.6,18.9,46.6,5.6,LOW,0
Hyderabad,32.4,0.0,0.3,43.4,3,164.55,594.4,8.2,28.0,17.9,LOW,0
Ahmedabad,36.7,0.0,6.5,61.0,1,91.18,269.3,3.2,10.4,20.3,LOW,0
Chennai,30.9,0.0,7.6,39.5,1,173.66,567.9,17.6,66.8,1.7,LOW,0
Chennai,34.9,0.7,7.0,74.3,0,83.3,519.7,4.4,18.8,14.8,LOW,0
Lucknow,31.3,0.0,4.0,63.0,2,81.35,499.7,14.8,60.4,9.3,LOW,0
Chennai,33.7,12.2,6.9,90.4,2,101.79,635.6,4.9,75.8,6.2,LOW,0
Kolkata,32.0,0.0,1.5,56.1,2,110.75,88.7,3.6,8.4,12.7,LOW,0
Bengaluru,27.3,0.0,2.2,63.7,3,234.75,595.7,8.9,52.5,16.1,LOW,0
Chennai,32.2,0.0,3.3,52.3,1,188.36,493.3,24.5,78.8,20.6,LOW,0
Delhi,34.9,0.0,6.4,52.4,2,93.55,78.5,14.3,7.9,13.5,LOW,0
Bengaluru,26.1,0.0,11.9,49.6,1,55.62,285.2,15.7,11.7,24.7,LOW,0
Delhi,45.8,0.3,1.2,77.1,0,211.1,77.4,10.3,54.3,7.1,MODERATE,0
Ahmedabad,44.3,45.5,5.0,72.8,2,90.75,205.4,2.3,32.0,12.6,MODERATE,0
Hyderabad,29.3,0.0,3.1,48.2,14,431.59,17.7,87.2,308.4,72.2,LOW,1
Chennai,38.3,0.0,5.6,49.5,2,75.56,429.2,7.5,2.8,19.0,LOW,0
Ahmedabad,43.9,0.0,4.1,52.4,2,232.04,131.5,15.7,2.3,19.3,LOW,0
Chennai,30.8,0.0,5.0,55.8,0,88.47,523.3,16.6,27.5,0.6,LOW,0
Delhi,29.0,0.0,12.8,54.8,2,225.6,211.4,24.6,30.6,5.3,LOW,0
Ahmedabad,40.2,0.0,1.1,36.5,0,158.25,60.8,17.5,4.5,27.4,LOW,0
Kolkata,19.4,10.3,7.1,89.5,15,482.97,8.7,97.1,496.5,85.3,MODERATE,1
Pune,29.6,58.5,7.8,64.2,0,82.91,306.8,23.2,56.8,12.6,MODERATE,0
Pune,28.7,0.0,4.8,70.9,1,243.17,145.7,16.2,19.6,21.5,LOW,0
Chennai,30.4,0.0,6.4,54.2,1,196.52,500.6,5.3,19.1,8.4,LOW,0
Lucknow,32.0,21.8,5.9,67.3,2,215.09,126.0,4.0,63.2,18.5,LOW,0
Bengaluru,29.2,0.0,2.3,43.5,15,327.86,13.0,42.2,202.4,86.9,LOW,1
Ahmedabad,31.3,0.0,3.1,57.6,0,107.83,686.8,1.2,12.0,16.1,LOW,0
Bengaluru,25.3,0.0,0.4,57.8,3,163.37,672.9,16.6,65.8,0.4,LOW,0
Chennai,32.8,40.4,0.0,99.1,0,213.85,397.4,21.5,17.0,18.2,MODERATE,0
Jaipur,35.1,9.9,8.7,89.2,0,236.88,167.7,18.4,69.3,15.6,MODERATE,0
Hyderabad,30.5,0.0,4.3,62.0,1,53.18,452.9,24.0,72.2,20.9,LOW,0
Bengaluru,22.9,0.0,7.0,58.1,3,140.26,105.4,11.3,68.3,17.4,LOW,0
Bengaluru,30.6,0.0,5.1,67.9,0,211.09,259.7,1.4,44.3,17.6,LOW,0
Pune,24.0,0.0,6.3,29.9,15,454.63,3.4,86.7,260.8,77.9,LOW,1
Bengaluru,27.8,0.0,4.6,30.4,1,115.75,217.6,4.6,39.8,8.3,LOW,0
Jaipur,39.0,5.4,4.2,71.9,1,233.42,430.1,11.6,65.5,20.5,MODERATE,0
Kolkata,36.3,70.9,3.4,78.1,3,74.71,110.1,14.6,58.8,9.6,ELEVATED,0
Hyderabad,27.2,0.0,5.0,65.4,10,322.01,9.8,90.2,712.4,84.1,LOW,1
Kolkata,31.9,0.0,3.2,58.4,3,53.61,95.2,10.3,74.7,19.1,LOW,0
Lucknow,22.7,0.0,11.1,48.5,1,152.45,363.2,15.6,75.7,17.4,LOW,0
Delhi,41.2,27.1,8.8,74.3,0,227.75,66.9,11.3,16.4,17.0,MODERATE,0
Chennai,31.4,0.0,7.5,91.9,3,164.34,254.8,18.1,40.6,15.0,MODERATE,0
Bengaluru,27.1,2.7,3.9,80.6,3,239.57,204.0,8.4,32.2,1.5,LOW,0
Lucknow,34.7,48.3,6.0,76.4,2,124.67,129.4,20.0,56.6,5.7,MODERATE,0
Kolkata,32.1,120.0,3.5,73.8,3,50.79,372.8,9.6,77.8,4.8,ELEVATED,1
Ahmedabad,45.3,0.0,5.9,41.3,3,68.29,411.6,22.3,23.0,9.8,LOW,0
Lucknow,38.5,0.0,0.0,66.6,1,144.6,385.7,4.8,37.0,27.1,LOW,0
Pune,28.5,0.0,7.6,57.0,0,159.88,435.2,16.3,20.5,10.9,LOW,0
Pune,32.0,0.0,3.6,64.5,3,78.32,95.3,13.4,6.8,9.1,LOW,0
Kolkata,33.1,60.8,5.6,76.1,13,374.35,1.4,82.2,164.1,85.2,MODERATE,1
Pune,30.7,9.9,13.5,93.0,1,184.15,211.5,6.9,74.7,21.7,MODERATE,0
Chennai,31.3,0.0,6.3,43.9,13,338.67,22.9,64.5,453.3,62.1,LOW,1
Bengaluru,27.8,13.7,5.7,97.6,3,99.49,473.1,16.3,66.0,12.5,LOW,0
Kolkata,37.4,21.9,8.2,80.9,3,139.5,688.7,23.0,24.9,6.3,MODERATE,0
Jaipur,25.4,0.0,6.4,82.3,2,150.7,65.8,22.9,49.2,5.8,LOW,0
Jaipur,36.4,0.0,9.7,81.2,0,103.22,603.9,10.7,51.9,21.8,LOW,0
Bengaluru,27.9,14.5,0.0,85.2,0,166.61,692.3,16.5,41.8,0.7,LOW,0
Pune,32.8,9.6,5.1,76.3,1,227.18,563.4,18.4,63.8,8.1,MODERATE,0
Hyderabad,29.3,0.0,3.3,45.7,1,196.95,199.5,12.3,6.0,18.5,LOW,0
Hyderabad,30.0,15.1,4.4,91.5,3,136.2,224.6,15.1,4.0,2.8,MODERATE,0
Pune,32.5,21.0,4.2,74.0,3,188.22,638.7,23.7,38.9,21.1,LOW,0
Bengaluru,30.8,0.0,8.6,58.0,1,200.75,456.9,13.5,60.0,21.8,LOW,0
Delhi,50.0,3.3,5.0,87.7,2,82.74,216.8,1.6,56.5,7.1,MODERATE,1
Bengaluru,27.0,37.9,4.8,76.7,9,454.29,22.0,91.3,594.1,62.1,MODERATE,1
Bengaluru,29.6,0.0,6.4,62.0,2,157.42,537.1,15.7,37.7,28.8,LOW,0
Kolkata,35.1,0.0,4.8,64.6,2,192.91,457.9,24.3,44.7,10.1,LOW,0
Kolkata,26.4,0.0,8.3,45.2,0,51.7,553.7,17.8,29.3,1.6,LOW,0
Hyderabad,30.0,0.0,2.3,50.0,0,181.2,261.4,18.7,44.0,13.6,LOW,0
Ahmedabad,39.3,0.0,5.7,67.5,0,232.52,632.2,12.5,35.0,10.2,LOW,0
Bengaluru,24.1,4.9,2.5,90.9,2,104.46,105.8,6.3,73.7,17.4,LOW,0
Bengaluru,30.7,18.4,5.2,59.7,3,237.31,238.6,21.7,61.1,7.4,LOW,0
Pune,31.4,0.0,11.0,36.3,3,72.65,306.8,12.1,43.3,24.6,LOW,0
Hyderabad,32.5,0.0,3.4,50.1,2,183.15,389.2,16.0,27.0,27.2,LOW,0
Kolkata,28.7,0.0,1.5,61.2,3,103.53,309.8,22.5,71.7,20.6,LOW,0
Mumbai,28.0,21.0,7.1,100.0,2,114.11,117.9,7.4,45.8,13.3,LOW,0
Mumbai,35.8,3.0,6.6,78.1,1,119.13,586.2,6.2,5.1,4.0,MODERATE,0
Ahmedabad,42.3,3.6,5.2,84.2,10,405.91,10.2,57.8,593.1,68.3,MODERATE,1
Lucknow,29.8,0.0,6.0,58.3,2,121.77,448.6,9.6,24.4,0.7,LOW,0
Kolkata,25.0,0.0,3.2,79.2,3,149.64,329.3,5.5,10.4,0.4,LOW,0
Pune,29.5,7.6,2.4,76.7,1,207.32,36.0,13.7,68.6,14.2,LOW,0
Mumbai,31.9,43.7,7.5,69.6,3,237.69,143.1,2.8,45.6,25.9,MODERATE,0
Lucknow,25.0,0.0,1.9,48.5,14,335.12,5.1,94.9,452.4,62.5,LOW,1
Bengaluru,26.8,39.4,4.1,85.2,3,152.27,585.5,1.2,48.3,24.2,MODERATE,0
Pune,28.7,0.0,10.0,53.1,0,169.78,215.0,10.0,62.3,28.2,LOW,0
Bengaluru,33.1,12.7,5.6,75.8,2,249.64,154.8,3.7,7.9,17.4,LOW,0
Lucknow,35.9,0.0,0.0,58.0,1,60.41,32.9,19.9,38.2,3.9,LOW,0
Hyderabad,36.9,0.0,4.2,61.4,1,243.15,173.8,20.3,15.8,6.4,LOW,0
Bengaluru,30.7,17.9,4.5,75.2,0,107.77,431.6,14.8,57.5,22.4,LOW,0
Jaipur,40.7,0.0,5.6,24.5,2,236.3,656.3,19.5,1.6,9.8,LOW,0
Jaipur,36.4,24.0,9.2,57.3,1,111.28,130.0,6.6,34.2,22.0,MODERATE,0
Pune,25.2,0.0,2.1,54.3,0,203.45,167.3,8.0,37.2,28.3,LOW,0
Pune,38.5,0.0,4.3,70.1,0,229.25,585.5,0.1,25.6,12.7,LOW,0
Delhi,38.1,0.0,8.9,46.9,1,220.3,360.2,10.4,78.2,6.0,LOW,0
Delhi,28.6,0.0,10.6,59.4,10,470.1,21.2,73.0,576.5,75.3,LOW,1
Jaipur,40.9,0.0,11.2,53.1,2,139.14,58.3,14.2,30.6,22.7,LOW,0
Lucknow,37.8,1.4,11.0,87.8,1,226.5,38.0,18.8,37.9,13.4,MODERATE,0
Delhi,42.0,0.0,5.8,35.2,0,156.27,302.2,23.8,51.4,8.9,LOW,0
Kolkata,29.4,0.0,9.1,38.1,1,178.53,615.5,7.3,13.4,11.4,LOW,0
Hyderabad,34.7,0.0,0.0,58.5,2,58.06,584.2,9.2,68.4,24.1,LOW,0
Bengaluru,27.1,0.0,4.6,76.6,0,214.17,188.5,16.5,31.4,11.1,LOW,0
Delhi,28.6,0.0,1.5,47.0,2,171.33,517.6,0.5,2.9,27.1,LOW,0
Delhi,34.6,0.0,7.0,64.7,2,148.67,51.9,24.6,30.7,4.6,LOW,0
Jaipur,38.9,0.0,2.1,69.7,3,80.74,624.6,6.7,47.3,15.2,LOW,0
Jaipur,43.7,2.3,4.8,92.7,2,143.55,213.9,11.6,71.0,13.7,MODERATE,0
Bengaluru,24.2,8.3,0.0,100.0,2,56.86,370.3,3.9,14.6,11.0,LOW,0
Kolkata,28.3,0.0,6.6,58.6,0,164.22,30.3,6.4,32.5,13.8,LOW,0
Mumbai,35.6,3.6,12.6,71.0,2,114.02,607.5,16.4,22.0,29.0,LOW,0
Chennai,31.2,38.2,4.1,85.9,0,233.66,308.0,4.8,41.4,27.2,MODERATE,0
Hyderabad,31.4,0.0,5.0,73.0,1,146.4,73.0,7.0,26.0,28.4,LOW,0
Kolkata,31.4,0.0,8.6,63.1,2,102.96,673.8,18.0,60.3,6.6,LOW,0
Chennai,37.0,114.8,8.7,76.2,2,113.69,532.7,7.2,59.0,2.1,ELEVATED,1
Mumbai,36.3,0.0,10.8,34.8,0,213.57,265.0,20.2,28.5,3.0,LOW,0
Ahmedabad,25.7,0.0,2.1,53.1,2,168.51,288.4,12.5,48.4,16.8,LOW,0
Jaipur,39.8,0.0,9.4,51.1,2,236.49,683.3,9.2,10.8,15.6,LOW,0
Bengaluru,25.7,39.6,0.5,64.8,3,220.85,568.0,2.6,8.6,3.0,LOW,0
Kolkata,28.8,67.6,4.9,78.1,3,106.94,641.8,9.2,11.4,20.9,MODERATE,0
Lucknow,41.1,0.0,6.5,54.6,0,212.48,618.0,22.9,21.2,27.1,LOW,0
Lucknow,25.7,0.0,2.1,47.1,1,50.08,584.9,2.0,15.3,11.6,LOW,0
Lucknow,33.7,0.0,3.8,54.3,1,136.32,555.5,24.8,52.7,1.5,LOW,0
Bengaluru,33.2,0.0,5.3,31.3,1,71.23,367.0,4.0,78.3,4.8,LOW,0
Mumbai,29.3,12.8,9.0,91.6,15,405.32,8.0,61.8,193.2,99.6,LOW,1
Pune,26.3,44.5,5.8,86.7,2,63.6,158.9,5.4,59.1,5.7,LOW,0
Jaipur,35.2,0.0,3.5,43.8,2,140.99,351.7,17.7,75.3,9.9,LOW,0
Bengaluru,24.2,0.0,6.6,43.1,3,158.12,615.3,12.0,29.9,14.8,LOW,0
Mumbai,26.3,14.2,8.5,71.3,0,167.76,86.1,10.8,14.0,29.6,LOW,0
Kolkata,38.4,67.6,9.7,79.7,2,54.94,587.9,13.4,22.3,1.8,ELEVATED,0
Delhi,29.3,0.0,9.2,53.7,2,93.36,490.0,24.3,14.1,17.9,LOW,0
Lucknow,23.3,0.0,1.3,68.0,2,86.36,83.8,17.9,15.7,20.7,LOW,0
Lucknow,28.3,0.0,5.2,75.7,15,433.16,7.6,67.6,275.7,68.4,LOW,1
Bengaluru,27.4,8.2,5.7,84.0,7,428.95,8.8,82.5,512.3,70.2,LOW,1
Chennai,31.7,0.0,8.4,78.5,0,249.78,447.0,10.1,18.0,7.7,LOW,0
Bengaluru,29.4,57.9,8.2,92.8,2,172.83,256.6,20.4,3.1,26.1,MODERATE,0
Jaipur,45.2,0.0,9.1,56.7,7,310.84,17.7,44.9,615.7,70.0,LOW,1
Mumbai,33.5,0.0,7.7,53.6,0,84.05,213.1,5.3,48.3,15.1,LOW,0
Bengaluru,30.6,0.0,1.7,57.0,3,100.72,639.1,14.0,14.9,6.7,LOW,0
Kolkata,22.5,0.0,5.5,64.6,1,151.16,414.0,18.2,28.4,18.4,LOW,0
Bengaluru,30.9,0.0,3.6,46.1,1,150.04,608.9,17.5,63.1,10.5,LOW,0
Lucknow,30.4,0.0,6.5,49.8,0,59.34,566.6,6.3,66.4,21.1,LOW,0
